id,judul,harga_display,harga_raw,harga_diskon,diskon_amount,merek,model,varian,tahun,km_label,km_raw,bahan_bakar,warna,transmisi,tipe_bodi,kapasitas_cc,tipe_penjual,bursa_mobil,seller_id,seller_name,seller_type,kecamatan,kota,provinsi,status,is_hot,favorit,has_video,has_promotion,jumlah_foto,foto_utama,created_at,url,harga_num,tahun_num,source_file,scrape_time,price,year,mileage,car_age,km_per_year,listing_quality,is_luxury,is_japanese
944921606,Pajero Sport Dakar 4x2 Matic 2019,Rp 415.000.000,415000000.0,,,Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2019,120.000-125.000,125,Diesel,Putih,Automatic,Jeep,>2.000 - 3.000 cc,Individu,,121440742,RIDHO HERDONALD,Regular,,,Lampung,active,0,0,0,0,10,https://apollo.olx.co.id:443/v1/files/69f241860093a-ID/image,2026-04-30T00:37:54+07:00,https://www.olx.co.id/item/944921606,415000000.0,2019,olx_mobil_bekas_20260430_2051.csv,20260430_2051,415000000.0,2019,125,7,17.857142857142858,7.0,0,1
944921589,Honda HRV SE JBL Edition Matic 2016,Rp 215.000.000,215000000.0,,,Honda,HR-V,1.8 E Special Edition Bensin-AT,2016,80.000-85.000,85,Bensin,Putih,Automatic,SUV,>1.500 - 2.000 cc,Individu,,121440742,RIDHO HERDONALD,Regular,,,Lampung,active,0,0,0,0,10,https://apollo.olx.co.id:443/v1/files/69f240c16f921-ID/image,2026-04-30T00:35:03+07:00,https://www.olx.co.id/item/944921589,215000000.0,2016,olx_mobil_bekas_20260430_2051.csv,20260430_2051,215000000.0,2016,85,10,8.5,7.0,0,1
944116801,Honda City 2023 Bensin,Rp 255.000.000,255000000.0,,,Honda,City,1.5 Hatchback RS Bensin-AT,2023,30.000-35.000,35,Bensin,Abu-abu,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,,136175842,Riza,Regular,,,Banten,active,0,0,0,0,6,https://apollo.olx.co.id:443/v1/files/69c8c56252957-ID/image,2026-04-29T21:21:52+07:00,https://www.olx.co.id/item/944116801,255000000.0,2023,olx_mobil_bekas_20260430_2051.csv,20260430_2051,255000000.0,2023,35,3,11.666666666666666,4.199999999999999,0,1
931649580,Fortuner VRZ 4x4 TetraDrive AT 2019,Rp 440.000.000,440000000.0,,,Toyota,Fortuner,2.4 4x4 VRZ Solar-AT,2019,85.000-90.000,90,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Diler,,74867648,Maju Bersama Mobilindo,Regular,,,Sumatra Selatan,active,0,53,0,0,5,https://apollo.olx.co.id:443/v1/files/688fe9c21808b-ID/image,2026-04-29T21:08:01+07:00,https://www.olx.co.id/item/931649580,440000000.0,2019,olx_mobil_bekas_20260430_2051.csv,20260430_2051,440000000.0,2019,90,7,12.857142857142858,19.4,0,1
942261905,Alphard SC CBU Premiumsound 2.4 AT 2013,Rp 230.000.000,230000000.0,,,Toyota,Alphard,2.4 S C Audioless Bensin-AT,2013,80.000-85.000,85,Bensin,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,,74867648,Maju Bersama Mobilindo,Regular,,,Sumatra Selatan,active,0,11,0,0,18,https://apollo.olx.co.id:443/v1/files/6964fdf40d3f9-ID/image,2026-04-29T21:06:14+07:00,https://www.olx.co.id/item/942261905,230000000.0,2013,olx_mobil_bekas_20260430_2051.csv,20260430_2051,230000000.0,2013,85,13,6.538461538461538,15.899999999999999,0,1
944913569,[ TANGAN PERTAMA ] Nissan Kicks 1.2 E Power Hybrid Camera360 2020/2021,Rp 189.000.000,189000000.0,,,Nissan,Kicks,1.2 Bensin-AT,2020,50.000-55.000,55,Bensin,Abu-abu,Automatic,SUV,>1.000 - 1.500 cc,Unknown,,125413525,Ria Tobing,Regular,,,Jawa Barat,active,0,0,0,0,19,https://apollo.olx.co.id:443/v1/files/69f1d02d61c84-ID/image,2026-04-29T16:34:44+07:00,https://www.olx.co.id/item/944913569,189000000.0,2020,olx_mobil_bekas_20260430_2051.csv,20260430_2051,189000000.0,2020,55,6,9.166666666666666,13.299999999999999,0,1
944911891,Toyota Fortuner vrz 2.8 GR 2022 km 25rb,Rp 510.000.000,510000000.0,,,Toyota,Fortuner,2.8 VRZ GR Sport-AT,2022,20.000-25.000,25,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Unknown,,94065209,Melissa Febrina,Regular,,,Jawa Barat,active,0,0,0,0,16,https://apollo.olx.co.id:443/v1/files/69f1c240e3a0b-ID/image,2026-04-29T16:21:55+07:00,https://www.olx.co.id/item/944911891,510000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,510000000.0,2022,25,4,6.25,11.2,0,1
944686430,Camry V AT 2011 KM 60Rb Cash!!!,Rp 129.000.000,129000000.0,,,Toyota,Camry,2.4 V Bensin-AT,2011,55.000-60.000,60,Bensin,Hitam,Automatic,Sedan,>2.000 - 3.000 cc,Individu,,100196219,Alfath,Regular,,,Jakarta D.K.I.,active,0,28,0,0,11,https://apollo.olx.co.id:443/v1/files/69ef3eba24097-ID/image,2026-04-29T16:15:36+07:00,https://www.olx.co.id/item/944686430,129000000.0,2011,olx_mobil_bekas_20260430_2051.csv,20260430_2051,129000000.0,2011,60,15,4.0,16.1,0,1
944911620,Mitsubishi Xpander 1.5 Cross L PLUS 2024 / 2025 AT Matic,Rp 289.800.000,289800000.0,,,Mitsubishi,Xpander,1.5 New Cross Premium Package Bensin-AT,2024,45.000-50.000,50,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,0,0,0,9,https://apollo.olx.co.id:443/v1/files/69f1c04b9fe3f-ID/image,2026-04-29T15:27:27+07:00,https://www.olx.co.id/item/944911620,289800000.0,2024,olx_mobil_bekas_20260430_2051.csv,20260430_2051,289800000.0,2024,50,2,25.0,6.3,0,1
943902251,Toyota Raize 1.2 G CVT 2021,Rp 190.000.000,190000000.0,,,Toyota,Raize,1.2 G Bensin-AT,2021,20.000-25.000,25,Bensin,Silver,Automatic,SUV,>1.000 - 1.500 cc,Individu,,75511469,Faizal,Regular,,,Kalimantan Selatan,active,0,3,0,0,6,https://apollo.olx.co.id:443/v1/files/69b78c4aa76a5-ID/image,2026-04-29T13:38:53+07:00,https://www.olx.co.id/item/943902251,190000000.0,2021,olx_mobil_bekas_20260430_2051.csv,20260430_2051,190000000.0,2021,25,5,5.0,5.1,0,1
941892803,"Mitsubishi Pajero Sport Dakar 2018 / 2019 AT Matic, Sangat terawat",Rp 409.800.000,409800000.0,,,Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2018,90.000-95.000,95,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,5,0,0,10,https://apollo.olx.co.id:443/v1/files/69509fcb309fe-ID/image,2026-04-29T12:55:03+07:00,https://www.olx.co.id/item/941892803,409800000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,409800000.0,2018,95,8,11.875,8.5,0,1
942212554,"Honda Jazz 1.5 RS CVT 2016 / 2017 AT Matic, Sangat terawat",Rp 179.800.000,179800000.0,,,Honda,Jazz,1.5 RS Bensin-AT,2016,85.000-90.000,90,Bensin,Merah,Automatic,Hatchback,>1.500 - 2.000 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,6,0,0,10,https://apollo.olx.co.id:443/v1/files/6962589f64f61-ID/image,2026-04-29T12:52:58+07:00,https://www.olx.co.id/item/942212554,179800000.0,2016,olx_mobil_bekas_20260430_2051.csv,20260430_2051,179800000.0,2016,90,10,9.0,8.8,0,1
942440543,"Mazda CX5 GT 2020 / 2021 AT Matic, Super terawat CX-5",Rp 329.800.000,329800000.0,,,Mazda,CX-5,2.5 New Grand Touring Bensin-AT,2020,55.000-60.000,60,Bensin,Abu-abu,Automatic,SUV,>2.000 - 3.000 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,6,0,0,11,https://apollo.olx.co.id:443/v1/files/696df15acbb0d-ID/image,2026-04-29T11:48:13+07:00,https://www.olx.co.id/item/942440543,329800000.0,2020,olx_mobil_bekas_20260430_2051.csv,20260430_2051,329800000.0,2020,60,6,10.0,9.5,0,1
944904636,"Honda Civic Turbo 1,5 E CVT",Rp 322.000.000,322000000.0,,,Honda,Civic,1.5 ES Bensin-AT,2018,80.000-85.000,85,Bensin,Hitam,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,,132244797,SAYUTI PONG,Regular,,,Sumatra Selatan,active,0,0,0,0,10,https://apollo.olx.co.id:443/v1/files/69f189d109668-ID/image,2026-04-29T11:37:08+07:00,https://www.olx.co.id/item/944904636,322000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,322000000.0,2018,85,8,10.625,7.0,0,1
944904390,"Honda Jazz 1,5 RS M/T",Rp 169.500.000,169500000.0,,,Honda,Jazz,1.5 RS Bensin-MT,2014,45.000-50.000,50,Bensin,Putih,Manual,Hatchback,>1.000 - 1.500 cc,Diler,,132244797,SAYUTI PONG,Regular,,,Sumatra Selatan,active,0,0,0,0,6,https://apollo.olx.co.id:443/v1/files/69f188441ec72-ID/image,2026-04-29T11:31:26+07:00,https://www.olx.co.id/item/944904390,169500000.0,2014,olx_mobil_bekas_20260430_2051.csv,20260430_2051,169500000.0,2014,50,12,4.166666666666667,4.199999999999999,0,1
943445153,"[70RB KM] Nissan March 1.2 Autect 2014 / 2015 AT Matic, Super terawat",Rp 107.800.000,107800000.0,,,Nissan,March,1.2 XS Bensin-AT,2014,65.000-70.000,70,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,9,0,0,10,https://apollo.olx.co.id:443/v1/files/699fe4c247ddc-ID/image,2026-04-29T11:30:41+07:00,https://www.olx.co.id/item/943445153,107800000.0,2014,olx_mobil_bekas_20260430_2051.csv,20260430_2051,107800000.0,2014,70,12,5.833333333333333,9.7,0,1
943878624,"Toyota New Avanza 1.5 G 2023 / 2024 MT Manual, Sangat terawat",Rp 209.800.000,209800000.0,,,Toyota,Avanza,1.5 New G Bensin-MT,2023,65.000-70.000,70,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,5,0,0,10,https://apollo.olx.co.id:443/v1/files/69b61ccbf0823-ID/image,2026-04-29T11:28:54+07:00,https://www.olx.co.id/item/943878624,209800000.0,2023,olx_mobil_bekas_20260430_2051.csv,20260430_2051,209800000.0,2023,70,3,23.333333333333332,8.5,0,1
943879121,"Mitsubishi Xpander 1.5 Exceed 2019 / 2020 AT Matic, Sangat terawat",Rp 209.800.000,209800000.0,,,Mitsubishi,Xpander,1.5 Exceed Bensin-AT,2019,80.000-85.000,85,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,2,0,0,9,https://apollo.olx.co.id:443/v1/files/69b62139ba09e-ID/image,2026-04-29T11:28:19+07:00,https://www.olx.co.id/item/943879121,209800000.0,2019,olx_mobil_bekas_20260430_2051.csv,20260430_2051,209800000.0,2019,85,7,12.142857142857142,6.8999999999999995,0,1
943923967,"Honda Civic 1.5 Turbo ES 2017 / 2018 AT Matic, Super terawat",Rp 309.800.000,309800000.0,,,Honda,Civic,1.5 ES Bensin-AT,2017,75.000-80.000,80,Bensin,Hitam,Automatic,Sedan,>1.500 - 2.000 cc,Unknown,,73376553,Rama ⁰⁸¹²⁷¹¹⁷²⁹⁰⁸ FAST RESPON,Regular,,,Sumatra Selatan,active,0,1,0,0,10,https://apollo.olx.co.id:443/v1/files/69b8dde6e8dcc-ID/image,2026-04-29T11:26:24+07:00,https://www.olx.co.id/item/943923967,309800000.0,2017,olx_mobil_bekas_20260430_2051.csv,20260430_2051,309800000.0,2017,80,9,8.88888888888889,7.3,0,1
944903932,"Hilux DC 2,4 V A/T 4X4 Diesel",Rp 467.000.000,467000000.0,,,Toyota,HILUX,2.4 V D-Cab Solar-AT,2022,50.000-55.000,55,Diesel,Hitam,Automatic,Double Cabin,>2.000 - 3.000 cc,Diler,,132244797,SAYUTI PONG,Regular,,,Sumatra Selatan,active,0,0,0,0,11,https://apollo.olx.co.id:443/v1/files/69f184cc84d59-ID/image,2026-04-29T11:17:52+07:00,https://www.olx.co.id/item/944903932,467000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,467000000.0,2022,55,4,13.75,7.699999999999999,0,1
944903270,LOW KM Daihatsu Ayla X AT 2018 / 2019 Matic Plat Ganjil Istimewa,Rp 96.000.000,96000000.0,,,Daihatsu,Ayla,1.0 X Bensin-AT,2018,65.000-70.000,70,Bensin,Merah,Automatic,Hatchback,<1.000 cc,Diler,Bursa Mobil WTC Mangga Dua,76220723,Nickz,Regular,,,Jakarta D.K.I.,active,0,0,0,0,14,https://apollo.olx.co.id:443/v1/files/69f1811cb1dc5-ID/image,2026-04-29T10:57:59+07:00,https://www.olx.co.id/item/944903270,96000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,96000000.0,2018,70,8,8.75,9.799999999999999,0,1
944245459,Mitsubishi Pajero Sport Dakkar 4x2 Matic Rockford 2018 Sangat Istimewa,Rp 390.000.000,390000000.0,,,Mitsubishi,Pajero Sport,2.4 Rockford Fosgate Limited Edition Solar-AT,2018,65.000-70.000,70,Diesel,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Unknown,,72339553,AlFina Motor,Regular,,,Kalimantan Selatan,active,0,9,0,0,15,https://apollo.olx.co.id:443/v1/files/69cf9e8786f5a-ID/image,2026-04-29T10:04:28+07:00,https://www.olx.co.id/item/944245459,390000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,390000000.0,2018,70,8,8.75,13.2,0,1
944901377,FREED S AUTOMATIC 2009,Rp 105.000.000,105000000.0,,,Honda,Freed,1.5 S Bensin-AT,2009,160.000-165.000,165,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Diler,,133170795,JA MOBILINDO,Regular,,,Sumatra Selatan,active,0,0,0,0,15,https://apollo.olx.co.id:443/v1/files/69f172147547d-ID/image,2026-04-29T09:57:21+07:00,https://www.olx.co.id/item/944901377,105000000.0,2009,olx_mobil_bekas_20260430_2051.csv,20260430_2051,105000000.0,2009,165,17,9.705882352941176,10.5,0,1
944853680,(DP 10Jt) HONDA NEW CRV 2.4 AT 2015,Rp 195.000.000,195000000.0,,,Honda,CR-V,2.4 Bensin-AT,2015,115.000-120.000,120,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Unknown,,93762863,Hars Mobilindo Solo,Regular,,,Jawa Tengah,active,0,0,0,0,18,https://apollo.olx.co.id:443/v1/files/69eee784d226a-ID/image,2026-04-29T09:12:06+07:00,https://www.olx.co.id/item/944853680,195000000.0,2015,olx_mobil_bekas_20260430_2051.csv,20260430_2051,195000000.0,2015,120,11,10.909090909090908,12.6,0,1
944871270,INNOVA REBORN 2.4 V DIESEL AT 2022,Rp 395.000.000,395000000.0,,,Toyota,Kijang Innova,2.4 V Solar-AT,2022,60.000-65.000,65,Diesel,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Unknown,,93762863,Hars Mobilindo Solo,Regular,,,Jawa Tengah,active,0,2,0,0,20,https://apollo.olx.co.id:443/v1/files/69efa08f3c80a-ID/image,2026-04-29T09:11:45+07:00,https://www.olx.co.id/item/944871270,395000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,395000000.0,2022,65,4,16.25,14.6,0,1
944895983,Toyota Corolla Altis G 1.8 Matic 2013,Rp 138.000.000,138000000.0,,,Toyota,Corolla Altis,1.8 G Bensin-AT,2013,75.000-80.000,80,Bensin,Silver,Automatic,Sedan,>1.500 - 2.000 cc,Diler,Bursa Mobil Tritura,58545408,Harry - Ivo Mobil,Regular,,,Sumatra Utara,active,0,0,0,0,11,https://apollo.olx.co.id:443/v1/files/69f0e5bbe7a38-ID/image,2026-04-28T23:53:42+07:00,https://www.olx.co.id/item/944895983,138000000.0,2013,olx_mobil_bekas_20260430_2051.csv,20260430_2051,138000000.0,2013,80,13,6.153846153846154,7.699999999999999,0,1
941103503,CRV Turbo Prestige AT 2018/2019,Rp 335.000.000,335000000.0,,,Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2018,65.000-70.000,70,Bensin,Hitam,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,,132198101,Cing - Cing,Regular,,,Sumatra Selatan,active,0,4,0,0,7,https://apollo.olx.co.id:443/v1/files/69291e967fdad-ID/image,2026-04-28T21:08:59+07:00,https://www.olx.co.id/item/941103503,335000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,335000000.0,2018,70,8,8.75,6.1,0,1
942899913,Brv N7X E Automatic 2024/2025,Rp 253.000.000,253000000.0,,,Honda,BR-V,1.5 E N7X Edition Bensin-AT,2024,25.000-30.000,30,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Diler,,132198101,Cing - Cing,Regular,,,Sumatra Selatan,active,0,4,0,0,6,https://apollo.olx.co.id:443/v1/files/698468134caf7-ID/image,2026-04-28T21:07:26+07:00,https://www.olx.co.id/item/942899913,253000000.0,2024,olx_mobil_bekas_20260430_2051.csv,20260430_2051,253000000.0,2024,30,2,15.0,5.3999999999999995,0,1
944892736,Chevrolet Captiva Facelift Diesel Matic,Rp 110.000.000,110000000.0,,,Chevrolet,Captiva,2.0 L FL2 Solar-AT,2012,130.000-135.000,135,Diesel,Hitam,Automatic,SUV,>1.500 - 2.000 cc,Individu,Bursa Mobil Giwangan,66027574,Faisal BMW,Regular,,,Lampung,active,0,0,0,0,9,https://apollo.olx.co.id:443/v1/files/69f0b09a3ff26-ID/image,2026-04-28T20:08:54+07:00,https://www.olx.co.id/item/944892736,110000000.0,2012,olx_mobil_bekas_20260430_2051.csv,20260430_2051,110000000.0,2012,135,14,9.642857142857142,6.3,0,0
944890723,Suzuki ignis gx matik 2018,Rp 135.000.000,135000000.0,,,Suzuki,Ignis,1.2 GX AGS Bensin-AT,2018,80.000-85.000,85,Bensin,Oranye,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,Bursa Mobil DTC,128097794,Mengerti,Regular,,,Kalimantan Selatan,active,0,0,0,0,5,https://apollo.olx.co.id:443/v1/files/69f09862c3ecb-ID/image,2026-04-28T18:29:25+07:00,https://www.olx.co.id/item/944890723,135000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,135000000.0,2018,85,8,10.625,3.5,0,1
944886935,Hilux V Double Cabin 4X4 Automatic 2022/2023,Rp 470.000.000,470000000.0,,,Toyota,HILUX,2.4 D-Cab V Solar-AT,2022,45.000-50.000,50,Diesel,Hitam,Automatic,Double Cabin,>2.000 - 3.000 cc,Diler,,132198101,Cing - Cing,Regular,,,Sumatra Selatan,active,0,0,0,0,5,https://apollo.olx.co.id:443/v1/files/69f075ce22b5f-ID/image,2026-04-28T15:57:12+07:00,https://www.olx.co.id/item/944886935,470000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,470000000.0,2022,50,4,12.5,3.5,0,1
944884977,[ GARANSI 5TH ] Toyota Zenix 2.0 G Non Hybrid CVT Bensin AT 2024/2025,Rp 324.000.000,324000000.0,,,Toyota,Kijang Innova,2.0 Zenix G CVT Bensin-AT,2024,40.000-45.000,45,Bensin,Silver,Automatic,MPV,>1.500 - 2.000 cc,Unknown,,125413525,Ria Tobing,Regular,,,Jawa Barat,active,0,0,0,0,19,https://apollo.olx.co.id:443/v1/files/69f067f745dee-ID/image,2026-04-28T14:57:01+07:00,https://www.olx.co.id/item/944884977,324000000.0,2024,olx_mobil_bekas_20260430_2051.csv,20260430_2051,324000000.0,2024,45,2,22.5,13.299999999999999,0,1
943897815,Isuzu panther 2.5 LS Turbo AT 2004,Rp 108.000.000,108000000.0,,,Isuzu,Panther,2.5 LS Hi Grade Solar-AT,2004,160.000-165.000,165,Diesel,Merah,Automatic,MPV,>2.000 - 3.000 cc,Individu,Bursa BEZ Paramount Serpong,66027574,Faisal BMW,Regular,,,Lampung,active,0,6,0,0,10,https://apollo.olx.co.id:443/v1/files/69b768018f8f7-ID/image,2026-04-28T14:05:13+07:00,https://www.olx.co.id/item/943897815,108000000.0,2004,olx_mobil_bekas_20260430_2051.csv,20260430_2051,108000000.0,2004,165,22,7.5,8.8,0,0
944883027,Toyota Avanza 1.5 Veloz 2016,Rp 155.000.000,155000000.0,,,Toyota,Avanza,1.5 Veloz Bensin-MT,2016,85.000-90.000,90,Bensin,Putih,Manual,Unknown,Unknown,Diler,,46242448,Lambang Dumadi Motor,Regular,,,Jawa Timur,active,0,0,0,0,4,https://apollo.olx.co.id:443/v1/files/69f059698fb94-ID/image,2026-04-28T13:55:10+07:00,https://www.olx.co.id/item/944883027,155000000.0,2016,olx_mobil_bekas_20260430_2051.csv,20260430_2051,155000000.0,2016,90,10,9.0,2.8,0,1
944880002,[KM 30rb] Honda Brio 1.2 E CVT 2022 / 2023 Matic BG Palembang Kota,Rp 158.000.000,158000000.0,,,Honda,Brio,1.2 E Bensin-AT,2022,30.000-35.000,35,Bensin,Merah,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,,91988696,EDO MOBILINDO,Regular,,,Sumatra Selatan,active,0,0,0,0,16,https://apollo.olx.co.id:443/v1/files/69f041ec45902-ID/image,2026-04-28T12:15:04+07:00,https://www.olx.co.id/item/944880002,158000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,158000000.0,2022,35,4,8.75,11.2,0,1
944879655,TOYOTA NEW AVANZA 1.3 G MT MANUAL TAHUN 2018 PUTIH ISTIMEWA ODO 40 RB,Rp 168.000.000,168000000.0,,,Toyota,Avanza,1.3 New G Bensin-MT,2018,30.000-35.000,35,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Diler,,3602141,ARJUNA BAROKAH MDN SINCE 2012,Regular,,,Sumatra Utara,active,0,0,0,0,20,https://apollo.olx.co.id:443/v1/files/69f03ec07d538-ID/image,2026-04-28T12:05:23+07:00,https://www.olx.co.id/item/944879655,168000000.0,2018,olx_mobil_bekas_20260430_2051.csv,20260430_2051,168000000.0,2018,35,8,4.375,14.0,0,1
944497406,[ KM 48rb ] Honda BRV 1.5 Prestige Sensing CVT 2022,Rp 230.000.000,230000000.0,,,Honda,BR-V,1.5 Prestige Sensing Bensin-AT,2022,45.000-50.000,50,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,,122019329,ICan WOTO,Regular,,,Sumatra Selatan,active,0,0,0,0,15,https://apollo.olx.co.id:443/v1/files/69f039133a155-ID/image,2026-04-28T11:38:55+07:00,https://www.olx.co.id/item/944497406,230000000.0,2022,olx_mobil_bekas_20260430_2051.csv,20260430_2051,230000000.0,2022,50,4,12.5,10.5,0,1
944876145,Toyota Avanza G 1.5 Automatic 2021 Bensin Silver  Metalik,Rp 183.000.000,183000000.0,,,Toyota,Avanza,1.5 G Bensin-AT,2021,95.000-100.000,100,Bensin,Silver,Automatic,Minibus,>1.000 - 1.500 cc,Diler,Bursa Mobil Summarecon Serpong,109283633,nurilyas787,Regular,,,Banten,active,0,0,0,0,20,https://apollo.olx.co.id:443/v1/files/69f025e99eca2-ID/image,2026-04-28T10:25:59+07:00,https://www.olx.co.id/item/944876145,183000000.0,2021,olx_mobil_bekas_20260430_2051.csv,20260430_2051,183000000.0,2021,100,5,20.0,14.0,0,1
943897063,Suzuki carry Futura  2013,Rp 65.000.000,65000000.0,,,Suzuki,Carry,1.0 Bensin-MT,2013,25.000-30.000,30,Bensin,Abu-abu,Manual,Minibus,<1.000 cc,Individu,,135519056,Thalita ,Regular,,,Jawa Timur,active,0,0,0,0,13,https://apollo.olx.co.id:443/v1/files/69b75f1febe76-ID/image,2026-04-28T09:08:10+07:00,https://www.olx.co.id/item/943897063,65000000.0,2013,olx_mobil_bekas_20260430_2051.csv,20260430_2051,65000000.0,2013,30,13,2.3076923076923075,9.1,0,1
944874149,BMW X6 2015 X DRIVE 3.0 TURBO SUNROOF LOW KM.19RB & PAJAK PANJANG,Rp 635.000.000,635000000.0,,,BMW,X6,3.0 xDrive35i Bensin-AT,2015,20.000-25.000,25,Bensin,Coklat,Automatic,Unknown,>2.000 - 3.000 cc,Diler,Bursa Mobil Bintaro,130267359,Agung Fast Automobil,Regular,,,Lampung,active,0,0,0,0,20,https://apollo.olx.co.id:443/v1/files/69f013c0a7be5-ID/image,2026-04-28T09:01:55+07:00,https://www.olx.co.id/item/944874149,635000000.0,2015,olx_mobil_bekas_20260430_2051.csv,20260430_2051,635000000.0,2015,25,11,2.272727272727273,14.0,1,0
944873849,Rush S Original 2007 KM 129.000,Rp 102.000.000,102000000.0,,,Toyota,Rush,1.5 S Bensin-AT,2007,125.000-130.000,130,Bensin,Hitam,Automatic,MPV,>1.000 - 1.500 cc,Individu,,1730955,Aris,Regular,,,Lampung,active,0,0,0,0,11,https://apollo.olx.co.id:443/v1/files/69f00dbfe721a-ID/image,2026-04-28T08:43:47+07:00,https://www.olx.co.id/item/944873849,102000000.0,2007,olx_mobil_bekas_20260430_2051.csv,20260430_2051,102000000.0,2007,130,19,6.842105263157895,7.699999999999999,0,1
940459827,Calya G 2023 Manual,Rp 131.500.000,131500000.0,,,Toyota,Calya,1.2 G Bensin-MT,2023,40.000-45.000,45,Bensin,Putih,Manual,MPV,>1.000 - 1.500 cc,Individu,,94373433,Gibran M,Regular,,,Kalimantan Selatan,active,0,5,0,0,11,https://apollo.olx.co.id:443/v1/files/690c49bacc49d-ID/image,2026-04-28T04:01:58+07:00,https://www.olx.co.id/item/940459827,131500000.0,2023,olx_mobil_bekas_20260430_2051.csv,20260430_2051,131500000.0,2023,45,3,15.0,9.2,0,1
944856981,BMW 320i 2012 Bensin,Rp 250.000.000,250000000.0,,,BMW,320i,2.0 Luxury Bensin-AT,2012,60.000-65.000,65,Bensin,Biru,Automatic,Sedan,>1.500 - 2.000 cc,Individu,,107508561,Agriawan Family,Regular,,,Kalimantan Timur,active,0,1,0,0,16,https://apollo.olx.co.id:443/v1/files/69ef01bf61926-ID/image,2026-04-28T02:37:42+07:00,https://www.olx.co.id/item/944856981,250000000.0,2012,olx_mobil_bekas_20260428_0344.csv,20260428_0344,250000000.0,2012,65,14,4.642857142857143,11.5,1,0
944871594,Mitshubishi Triton GLS 2021,Rp 315.000.000,315000000.0,,,Mitsubishi,Triton,2.5 Double Cabin GLS Solar-MT,2021,115.000-120.000,120,Diesel,Putih,Manual,Double Cabin,>2.000 - 3.000 cc,Individu,,104132352,Muhammad Kamil,Regular,,,Sulawesi Selatan,active,0,0,0,0,14,https://apollo.olx.co.id:443/v1/files/69efb777f065f-ID/image,2026-04-28T02:26:05+07:00,https://www.olx.co.id/item/944871594,315000000.0,2021,olx_mobil_bekas_20260428_0344.csv,20260428_0344,315000000.0,2021,120,5,24.0,9.799999999999999,0,1
